chr	ENSG	symbol	gene_type	gene_length
chr18	ENSG00000267586.5	LINC00907	lincRNA	790
chr18	ENSG00000267587.1	RP11-687F6.4	processed_pseudogene	618
chr18	ENSG00000267591.1	RP11-689E3.2	processed_pseudogene	420
chr18	ENSG00000267593.1	RP11-108P20.4	lincRNA	475
chr18	ENSG00000267597.1	RPIAP1	processed_pseudogene	741
chr18	ENSG00000267620.1	RP11-795H16.2	processed_pseudogene	1617
chr18	ENSG00000267627.4	RP11-905K4.1	lincRNA	450
chr18	ENSG00000267628.1	RP11-1136J12.1	antisense	726
chr18	ENSG00000267642.1	RP11-258B16.1	lincRNA	2490
chr18	ENSG00000267643.1	RP11-64C12.4	lincRNA	420
chr18	ENSG00000267647.1	MAP1LC3P	processed_pseudogene	329
chr18	ENSG00000267651.1	RP11-95O2.1	lincRNA	2123
chr18	ENSG00000267652.1	RP11-188I24.1	processed_pseudogene	233
chr18	ENSG00000267654.1	RP11-973H7.4	lincRNA	567
chr18	ENSG00000267655.1	CTD-2286N8.2	sense_intronic	713
chr18	ENSG00000267656.1	RP11-807E13.3	processed_pseudogene	709
chr18	ENSG00000267661.1	RP11-820I16.2	processed_pseudogene	327
chr18	ENSG00000267663.1	RP11-64C12.9	processed_pseudogene	466
chr18	ENSG00000267664.1	RPL17P45	processed_pseudogene	507
chr18	ENSG00000267669.1	RP11-824M15.3	transcribed_processed_pseudogene	526
chr18	ENSG00000267674.1	RP11-813F20.2	lincRNA	338
chr18	ENSG00000267675.1	RP11-1151B14.2	lincRNA	644
chr18	ENSG00000267677.1	RP11-27G24.1	lincRNA	415
chr18	ENSG00000267686.1	RP11-795H16.3	lincRNA	568
chr18	ENSG00000267687.1	RP11-325K19.6	processed_pseudogene	540
chr18	ENSG00000267690.1	LDLRAD4-AS1	antisense	2186
chr18	ENSG00000267694.1	RP11-691H4.4	antisense	494
chr18	ENSG00000267695.1	RP11-1030E3.1	lincRNA	436
chr18	ENSG00000267699.2	RP11-729L2.2	protein_coding	1219
chr18	ENSG00000267701.2	RP11-28F1.2	sense_intronic	574
chr18	ENSG00000267702.1	RP11-53B2.2	sense_intronic	4214
chr18	ENSG00000267704.1	RP11-411B10.6	processed_pseudogene	1562
chr18	ENSG00000267705.1	RP11-108P20.3	lincRNA	623
chr18	ENSG00000267707.2	RP11-95O2.5	antisense	699
chr18	ENSG00000267712.4	LINC01539	lincRNA	1875
chr18	ENSG00000267713.1	RP11-10I6.2	transcribed_processed_pseudogene	396
chr18	ENSG00000267716.1	AC083760.1	processed_pseudogene	669
chr18	ENSG00000267717.1	SRSF10P1	processed_pseudogene	762
chr18	ENSG00000267722.1	RP11-815J4.1	lincRNA	255
chr18	ENSG00000267724.1	RP11-49K24.8	antisense	2116
chr18	ENSG00000267726.1	CTD-2526M8.2	lincRNA	476
chr18	ENSG00000267732.1	RP11-456O19.3	lincRNA	452
chr18	ENSG00000267733.4	RP11-64C12.3	transcribed_processed_pseudogene	411
chr18	ENSG00000267742.1	FAM60CP	processed_pseudogene	663
chr18	ENSG00000267743.4	RP11-718I15.1	antisense	545
chr18	ENSG00000267746.1	RP11-379L18.1	antisense	505
chr18	ENSG00000267752.1	RPS10P27	processed_pseudogene	495
chr18	ENSG00000267756.1	RP11-411B10.4	unprocessed_pseudogene	829
chr18	ENSG00000267761.3	CTD-2130O13.1	lincRNA	326
chr18	ENSG00000267762.1	RP11-426J5.2	antisense	462
chr18	ENSG00000267764.1	RP11-484L8.1	antisense	875
chr18	ENSG00000267766.1	RP11-299P2.1	sense_intronic	206
chr18	ENSG00000267773.1	RP11-677O4.4	processed_pseudogene	488
chr18	ENSG00000267774.2	RP11-2N1.2	antisense	1079
chr18	ENSG00000267780.2	RP11-154H12.3	lincRNA	525
chr18	ENSG00000267787.4	RP11-35G9.5	antisense	1970
chr18	ENSG00000267789.1	CTD-2526M8.3	lincRNA	519
chr18	ENSG00000267794.1	RP11-677O4.5	processed_pseudogene	107
chr18	ENSG00000267797.1	NRBF2P1	processed_pseudogene	858
chr18	ENSG00000267800.1	RP11-49K24.5	processed_pseudogene	272
chr18	ENSG00000268566.4	RP11-687D19.1	lincRNA	379
chr18	ENSG00000268573.1	RP11-158H5.7	lincRNA	4380
chr18	ENSG00000268873.1	RP11-138H11.1	antisense	572
chr18	ENSG00000269365.2	RP11-380M21.4	antisense	280
chr18	ENSG00000269989.1	RP11-635N19.3	sense_intronic	417
chr18	ENSG00000270112.3	RP11-742D12.2	processed_transcript	430
chr18	ENSG00000270469.1	RP11-411B10.8	processed_pseudogene	810
chr18	ENSG00000270518.1	RP11-210K20.3	processed_pseudogene	282
chr18	ENSG00000270855.1	RP11-863N1.4	processed_pseudogene	465
chr18	ENSG00000270879.1	RP11-210K20.4	processed_pseudogene	285
chr18	ENSG00000271238.1	RP11-510D21.2	processed_pseudogene	174
chr18	ENSG00000271313.1	RP11-736G13.2	processed_pseudogene	303
chr18	ENSG00000271702.1	RP11-63N3.2	processed_pseudogene	273
chr18	ENSG00000271982.1	SNORD58B	snoRNA	65
chr18	ENSG00000272380.1	MIR3976	miRNA	138
chr18	ENSG00000272461.1	RP11-689C9.1	lincRNA	654
chr18	ENSG00000272625.1	RP11-737O24.5	antisense	719
chr18	ENSG00000272688.1	RP13-270P17.3	lincRNA	685
chr18	ENSG00000272703.1	RP11-78A19.4	antisense	399
chr18	ENSG00000272746.1	RP11-53B2.6	sense_intronic	610
chr18	ENSG00000272788.1	RP11-674N23.4	sense_intronic	649
chr18	ENSG00000272799.1	RP11-474N24.6	lincRNA	533
chr18	ENSG00000273119.1	RP11-128P17.4	lincRNA	696
chr18	ENSG00000273141.1	RP11-820I16.4	antisense	511
chr18	ENSG00000273232.1	RP11-370A5.2	sense_intronic	532
chr18	ENSG00000273284.1	RP11-888D10.4	sense_intronic	1002
chr18	ENSG00000273321.1	RP11-621L6.3	lincRNA	561
chr18	ENSG00000273335.1	RP11-61L19.2	lincRNA	585
chr18	ENSG00000273348.1	RP11-535A5.1	lincRNA	406
chr18	ENSG00000273352.1	RP11-61L19.3	sense_intronic	750
chr18	ENSG00000273355.1	RP11-672L10.6	lincRNA	482
chr18	ENSG00000273368.1	RP11-376P6.3	sense_intronic	512
chr18	ENSG00000273524.1	Metazoa_SRP	misc_RNA	257
chr18	ENSG00000273584.1	RP11-861L17.4	sense_intronic	551
chr18	ENSG00000273664.1	RP11-2N1.3	lincRNA	423
chr18	ENSG00000273669.1	RP11-405M12.4	lincRNA	662
chr18	ENSG00000273732.1	RP11-1157N2__A.2	unprocessed_pseudogene	502
chr18	ENSG00000273762.1	VN1R76P	unprocessed_pseudogene	455
chr18	ENSG00000274057.1	AP006261.1	miRNA	85
chr18	ENSG00000274184.1	RP11-158H5.8	lincRNA	2020
chr18	ENSG00000274214.1	RP11-757O6.6	processed_pseudogene	527
chr18	ENSG00000274275.1	RP11-326K13.5	sense_intronic	324
chr18	ENSG00000274354.1	RP11-1151B14.5	sense_intronic	712
chr18	ENSG00000274400.1	RP11-294N21.3	lincRNA	475
chr18	ENSG00000274446.1	RP11-683L23.6	processed_pseudogene	128
chr18	ENSG00000274578.1	RP11-430E17.1	sense_intronic	470
chr18	ENSG00000274744.1	TCEB3CL2	protein_coding	1640
chr18	ENSG00000274776.1	RP11-687F6.5	lincRNA	2598
chr18	ENSG00000274794.1	AC090311.1	miRNA	112
chr18	ENSG00000274828.1	RP11-567M16.6	lincRNA	2071
chr18	ENSG00000274838.1	MIR6788	miRNA	65
chr18	ENSG00000274849.1	RP11-49I11.4	sense_intronic	448
chr18	ENSG00000274900.1	AC013660.1	miRNA	153
chr18	ENSG00000274918.1	RP11-54G14.1	lincRNA	452
chr18	ENSG00000274930.1	RP11-1030E3.2	processed_pseudogene	604
chr18	ENSG00000275178.1	RP11-4B16.3	antisense	360
chr18	ENSG00000275186.1	RP11-196B3.3	antisense	566
chr18	ENSG00000275355.1	Metazoa_SRP	misc_RNA	264
chr18	ENSG00000275418.1	RP11-126O1.6	lincRNA	247
chr18	ENSG00000275448.1	RP11-762J3.1	processed_pseudogene	197
chr18	ENSG00000275512.1	RP11-322E11.2	lincRNA	2532
chr18	ENSG00000275518.1	MIR6718	miRNA	79
chr18	ENSG00000275553.1	TCEB3CL	protein_coding	914
chr18	ENSG00000275763.2	C18orf65	protein_coding	2074
chr18	ENSG00000275805.1	RP11-349H17.2	sense_intronic	1676
chr18	ENSG00000275827.1	RP11-1O2.2	processed_pseudogene	168
chr18	ENSG00000275900.1	U3	snoRNA	213
chr18	ENSG00000276092.1	RP11-734B5.2	sense_intronic	478
chr18	ENSG00000276157.1	AC016866.1	miRNA	74
chr18	ENSG00000276174.1	RP11-687E1.2	sense_intronic	325
chr18	ENSG00000276221.1	MIR8057	miRNA	68
chr18	ENSG00000276282.1	RP11-210K20.5	sense_intronic	665
chr18	ENSG00000276318.1	RP11-1157N2__A.1	unprocessed_pseudogene	579
chr18	ENSG00000276397.1	AC034110.1	lincRNA	2336
chr18	ENSG00000276403.1	RP11-1151B14.1	lincRNA	1293
chr18	ENSG00000276486.1	RP11-210K20.6	processed_pseudogene	440
chr18	ENSG00000276792.1	MIR133A1	miRNA	87
chr18	ENSG00000276934.1	RP11-231E4.5	sense_intronic	482
chr18	ENSG00000276993.1	RP11-321M21.4	lincRNA	540
chr18	ENSG00000277310.1	RP11-699C17.1	sense_intronic	425
chr18	ENSG00000277324.1	RP11-850A17.1	antisense	1682
chr18	ENSG00000277447.1	RP11-193E15.4	processed_pseudogene	318
chr18	ENSG00000277489.1	AC007998.1	miRNA	53
chr18	ENSG00000277497.1	AC090338.1	miRNA	85
chr18	ENSG00000277521.1	MIR8078	miRNA	83
chr18	ENSG00000277534.1	RP11-9E17.1	sense_intronic	2820
chr18	ENSG00000277743.1	RP11-757O6.7	processed_pseudogene	709
chr18	ENSG00000277837.1	RP11-714M23.2	lincRNA	4979
chr18	ENSG00000277899.1	MLECP1	processed_pseudogene	708
chr18	ENSG00000277907.1	RP11-23B5.2	processed_pseudogene	209
chr18	ENSG00000278000.1	AC139100.4	sense_intronic	661
chr18	ENSG00000278017.1	RP11-120K19.4	antisense	406
chr18	ENSG00000278052.1	RP11-379L18.3	lincRNA	499
chr18	ENSG00000278075.1	RP11-248M19.1	lincRNA	348
chr18	ENSG00000278107.1	RP11-162A12.4	lincRNA	585
chr18	ENSG00000278330.1	RP11-4B16.4	antisense	826
chr18	ENSG00000278464.1	RP11-96A15.1	lincRNA	522
chr18	ENSG00000278532.1	RP11-17E3.1	lincRNA	523
chr18	ENSG00000278544.1	MIR1539	miRNA	49
chr18	ENSG00000278607.1	RP11-405M12.3	lincRNA	552
chr18	ENSG00000278652.1	AP001198.1	miRNA	51
chr18	ENSG00000278674.1	RP11-49K24.9	protein_coding	1640
chr18	ENSG00000278703.1	RP11-706P11.2	lincRNA	480
chr18	ENSG00000278753.1	AC103987.1	miRNA	110
chr18	ENSG00000278891.1	RP11-246E12.2	TEC	2871
chr18	ENSG00000278902.1	RP11-25L3.1	TEC	692
chr18	ENSG00000278911.1	RP11-405M12.2	TEC	2673
chr18	ENSG00000278923.1	AP005242.1	protein_coding	306
chr18	ENSG00000278933.1	RP11-789C7.1	TEC	663
chr18	ENSG00000278971.1	RP11-644A7.2	TEC	1575
chr18	ENSG00000278983.1	RP11-426J5.3	TEC	3547
chr18	ENSG00000278986.1	RP11-723J4.3	TEC	1765
chr18	ENSG00000279020.1	C18orf15	TEC	2533
chr18	ENSG00000279034.1	RP11-5A1.1	TEC	3568
chr18	ENSG00000279042.1	RP11-805F19.3	TEC	2528
chr18	ENSG00000279074.1	RP11-322E11.3	TEC	236
chr18	ENSG00000279077.1	RP11-800A18.3	TEC	2109
chr18	ENSG00000279221.1	RP11-543H23.1	TEC	3576
chr18	ENSG00000279236.1	RP11-120K19.3	TEC	1302
chr18	ENSG00000279250.1	RP11-46D1.2	TEC	625
chr18	ENSG00000279275.1	RP11-756J15.2	TEC	695
chr18	ENSG00000279285.1	RP11-64C12.5	TEC	744
chr18	ENSG00000279319.1	RP11-693M3.1	TEC	3094
chr18	ENSG00000279332.1	RP11-799B12.1	TEC	361
chr18	ENSG00000279352.1	RP11-411B10.7	TEC	863
chr18	ENSG00000279354.1	RP11-776B3.1	TEC	602
chr18	ENSG00000279366.1	RP11-380M21.3	TEC	297
chr18	ENSG00000279367.1	RP11-157P23.1	TEC	1934
chr18	ENSG00000279397.1	RP11-196B3.4	TEC	259
chr18	ENSG00000279416.1	RP11-849I19.2	TEC	1301
chr18	ENSG00000279433.1	RP11-4B16.1	TEC	2253
chr18	ENSG00000279439.1	CTD-2576N18.1	TEC	1861
chr18	ENSG00000279474.1	CTD-2286N8.1	TEC	2166
chr18	ENSG00000279479.1	RP11-91I8.2	TEC	1928
chr18	ENSG00000279543.1	RP11-1147P1.1	TEC	647
chr18	ENSG00000279629.1	RP11-426J5.1	TEC	795
chr18	ENSG00000279637.1	RP11-196B3.1	TEC	1944
chr18	ENSG00000279678.1	RP11-797E24.1	TEC	1038
chr18	ENSG00000279707.1	RP11-380M21.1	TEC	528
chr18	ENSG00000279734.1	RP11-675P14.2	TEC	418
chr18	ENSG00000279811.1	RP11-862L9.2	TEC	3997
chr18	ENSG00000279829.1	RP11-63I8.1	TEC	1376
chr18	ENSG00000279885.1	RP11-637N19.1	TEC	3173
chr18	ENSG00000279962.1	RP11-720L3.1	TEC	235
chr18	ENSG00000279981.1	RP11-196B3.2	TEC	2290
chr18	ENSG00000279989.1	RP11-158H5.2	TEC	472
chr18	ENSG00000280096.1	RP11-294N21.2	TEC	233
chr18	ENSG00000280098.1	AC011155.1	protein_coding	215
chr18	ENSG00000280197.1	C18orf12	TEC	536
chr18	ENSG00000280205.1	RP11-504I13.2	TEC	3764
chr18	ENSG00000280212.1	RP11-49K24.3	TEC	477
chr18	ENSG00000280302.1	RP11-64C12.1	TEC	3312
chr18	ENSG00000280335.1	RP11-15F12.6	TEC	713
chr18	ENSG00000280365.1	RP11-9H20.2	TEC	740
chr18	ENSG00000280380.1	RP11-326K13.3	TEC	3188
chr18	ENSG00000280406.1	RP11-379L18.2	TEC	596
chr18	ENSG00000280492.1	AC068408.1	miRNA	89
chr18	ENSG00000280718.1	AC027506.1	miRNA	67
chr18	ENSG00000281568.1	AC106037.1	miRNA	102
chr18	ENSG00000281905.1	AC091042.1	miRNA	100
chr19	ENSG00000004776.10	HSPB6	protein_coding	1630
chr19	ENSG00000004777.17	ARHGAP33	protein_coding	630
chr19	ENSG00000005007.11	UPF1	protein_coding	5324
chr19	ENSG00000005206.15	SPPL2B	protein_coding	581
chr19	ENSG00000006015.16	C19orf60	protein_coding	1788
chr19	ENSG00000006016.9	CRLF1	protein_coding	1017
chr19	ENSG00000006638.10	TBXA2R	protein_coding	2605
chr19	ENSG00000006659.11	LGALS14	protein_coding	770
chr19	ENSG00000006712.13	PAF1	protein_coding	2052
chr19	ENSG00000007047.13	MARK4	protein_coding	546
chr19	ENSG00000007080.9	CCDC124	protein_coding	933
chr19	ENSG00000007129.16	CEACAM21	protein_coding	448
chr19	ENSG00000007255.9	TRAPPC6A	protein_coding	799
chr19	ENSG00000007264.12	MATK	protein_coding	1727
chr19	ENSG00000007306.13	CEACAM7	protein_coding	2484
chr19	ENSG00000008382.14	MPND	protein_coding	1555
chr19	ENSG00000008438.4	PGLYRP1	protein_coding	717
chr19	ENSG00000008441.15	NFIX	protein_coding	3133
chr19	ENSG00000010310.7	GIPR	protein_coding	3275
chr19	ENSG00000010361.12	FUZ	protein_coding	1528
chr19	ENSG00000011132.10	APBA3	protein_coding	1771
chr19	ENSG00000011243.16	AKAP8L	protein_coding	2132
chr19	ENSG00000011304.15	PTBP1	protein_coding	3583
chr19	ENSG00000011332.18	DPF1	protein_coding	2216
chr19	ENSG00000011422.10	PLAUR	protein_coding	1247
chr19	ENSG00000011451.16	WIZ	protein_coding	5687
chr19	ENSG00000011478.10	QPCTL	protein_coding	2303
chr19	ENSG00000011485.13	PPP5C	protein_coding	2096
chr19	ENSG00000011590.12	ZBTB32	protein_coding	2061
chr19	ENSG00000011600.10	TYROBP	protein_coding	565
chr19	ENSG00000012061.14	ERCC1	protein_coding	3818
chr19	ENSG00000012124.13	CD22	protein_coding	550
chr19	ENSG00000013275.6	PSMC4	protein_coding	1580
chr19	ENSG00000018869.15	ZNF582	protein_coding	620
chr19	ENSG00000021488.11	SLC7A9	protein_coding	1739
chr19	ENSG00000022556.14	NLRP2	protein_coding	588
chr19	ENSG00000024422.10	EHD2	protein_coding	3579
chr19	ENSG00000028277.19	POU2F2	protein_coding	6887
chr19	ENSG00000031823.13	RANBP3	protein_coding	3169
chr19	ENSG00000032444.14	PNPLA6	protein_coding	4582
chr19	ENSG00000037757.12	MRI1	protein_coding	858
chr19	ENSG00000039650.8	PNKP	protein_coding	510
chr19	ENSG00000039987.5	BEST2	protein_coding	2173
chr19	ENSG00000042753.10	AP2S1	protein_coding	788
chr19	ENSG00000051128.17	HOMER3	protein_coding	1408
chr19	ENSG00000053501.11	USE1	protein_coding	555
chr19	ENSG00000060558.3	GNA15	protein_coding	2126
chr19	ENSG00000060566.12	CREB3L3	protein_coding	2608
chr19	ENSG00000062370.15	ZNF112	protein_coding	3650
chr19	ENSG00000062822.11	POLD1	protein_coding	3448
chr19	ENSG00000063127.14	SLC6A16	protein_coding	2926
chr19	ENSG00000063169.9	GLTSCR1	protein_coding	5724
chr19	ENSG00000063176.14	SPHK2	protein_coding	2956
chr19	ENSG00000063177.11	RPL18	protein_coding	1640
chr19	ENSG00000063180.7	CA11	protein_coding	1835
chr19	ENSG00000063241.6	ISOC2	protein_coding	1561
chr19	ENSG00000063244.11	U2AF2	protein_coding	3010
chr19	ENSG00000063245.13	EPN1	protein_coding	16208
chr19	ENSG00000063322.12	MED29	protein_coding	2938
chr19	ENSG00000064489.20	MEF2BNB-MEF2B	protein_coding	1482
chr19	ENSG00000064490.12	RFXANK	protein_coding	852
chr19	ENSG00000064545.13	TMEM161A	protein_coding	1920
chr19	ENSG00000064547.12	LPAR2	protein_coding	1820
chr19	ENSG00000064607.15	SUGP2	protein_coding	741
chr19	ENSG00000064666.13	CNN2	protein_coding	2172
chr19	ENSG00000064687.11	ABCA7	protein_coding	340
chr19	ENSG00000064932.14	SBNO2	protein_coding	4891
chr19	ENSG00000064961.17	HMG20B	protein_coding	703
chr19	ENSG00000065000.14	AP3D1	protein_coding	4840
chr19	ENSG00000065268.9	WDR18	protein_coding	1598
chr19	ENSG00000065717.13	TLE2	protein_coding	2685
chr19	ENSG00000065989.14	PDE4A	protein_coding	2690
chr19	ENSG00000066044.12	ELAVL1	protein_coding	6009
chr19	ENSG00000068903.18	SIRT2	protein_coding	1899
chr19	ENSG00000069399.11	BCL3	protein_coding	1706
chr19	ENSG00000070388.10	FGF22	protein_coding	1711
chr19	ENSG00000070404.8	FSTL3	protein_coding	2528
chr19	ENSG00000070423.16	RNF126	protein_coding	1430
chr19	ENSG00000071564.13	TCF3	protein_coding	4432
chr19	ENSG00000071626.15	DAZAP1	protein_coding	2277
chr19	ENSG00000071655.16	MBD3	protein_coding	5511
chr19	ENSG00000072062.12	PRKACA	protein_coding	2667
chr19	ENSG00000072071.15	LPHN1	protein_coding	7829
chr19	ENSG00000072954.5	TMEM38A	protein_coding	2643
chr19	ENSG00000072958.7	AP1M1	protein_coding	13181
chr19	ENSG00000073008.13	PVR	protein_coding	3317
chr19	ENSG00000073050.10	XRCC1	protein_coding	2785
chr19	ENSG00000074181.7	NOTCH3	protein_coding	8633
chr19	ENSG00000074219.12	TEAD2	protein_coding	2178
chr19	ENSG00000074842.6	MYDGF	protein_coding	459
chr19	ENSG00000074855.9	ANO8	protein_coding	4600
chr19	ENSG00000075702.15	WDR62	protein_coding	1970
chr19	ENSG00000076650.5	GPATCH1	protein_coding	3472
chr19	ENSG00000076662.8	ICAM3	protein_coding	2051
chr19	ENSG00000076826.8	CAMSAP3	protein_coding	3872
chr19	ENSG00000076924.10	XAB2	protein_coding	2648
chr19	ENSG00000076928.16	ARHGEF1	protein_coding	3214
chr19	ENSG00000076944.13	STXBP2	protein_coding	543
chr19	ENSG00000076984.16	MAP2K7	protein_coding	3419
chr19	ENSG00000077009.12	NMRK2	protein_coding	1118
chr19	ENSG00000077312.7	SNRPA	protein_coding	689
chr19	ENSG00000077348.7	EXOSC5	protein_coding	1112
chr19	ENSG00000077463.13	SIRT6	protein_coding	1366
chr19	ENSG00000079313.10	REXO1	protein_coding	4575
chr19	ENSG00000079385.20	CEACAM1	protein_coding	3162
chr19	ENSG00000079432.6	CIC	protein_coding	8197
chr19	ENSG00000079435.8	LIPE	protein_coding	3803
chr19	ENSG00000079462.6	PAFAH1B3	protein_coding	998
chr19	ENSG00000079805.15	DNM2	protein_coding	2753
chr19	ENSG00000079999.12	KEAP1	protein_coding	2949
chr19	ENSG00000080031.8	PTPRH	protein_coding	3857
chr19	ENSG00000080511.3	RDH8	protein_coding	1709
chr19	ENSG00000080573.6	COL5A3	protein_coding	6107
chr19	ENSG00000081665.12	ZNF506	protein_coding	4134
chr19	ENSG00000083807.8	SLC27A5	protein_coding	1997
chr19	ENSG00000083812.10	ZNF324	protein_coding	1001
chr19	ENSG00000083814.11	ZNF671	protein_coding	2899
chr19	ENSG00000083817.8	ZNF416	protein_coding	2557
chr19	ENSG00000083828.14	ZNF586	protein_coding	2261
chr19	ENSG00000083838.14	ZNF446	protein_coding	3915
chr19	ENSG00000083844.9	ZNF264	protein_coding	12159
chr19	ENSG00000083845.7	RPS5	protein_coding	1196
chr19	ENSG00000085872.13	CHERP	protein_coding	4156
chr19	ENSG00000086544.2	ITPKC	protein_coding	3378
chr19	ENSG00000086548.8	CEACAM6	protein_coding	567
chr19	ENSG00000086967.9	MYBPC2	protein_coding	3565
chr19	ENSG00000087074.7	PPP1R15A	protein_coding	2375
chr19	ENSG00000087076.7	HSD17B14	protein_coding	1229
chr19	ENSG00000087086.12	FTL	protein_coding	874
chr19	ENSG00000087088.18	BAX	protein_coding	1341
chr19	ENSG00000087903.11	RFX2	protein_coding	3975
chr19	ENSG00000088002.10	SULT2B1	protein_coding	1288
chr19	ENSG00000088038.16	CNOT3	protein_coding	2834
chr19	ENSG00000088053.10	GP6	protein_coding	2256
chr19	ENSG00000088247.14	KHSRP	protein_coding	2973
chr19	ENSG00000088256.7	GNA11	protein_coding	4140
chr19	ENSG00000089327.13	FXYD5	protein_coding	758
chr19	ENSG00000089335.19	ZNF302	protein_coding	565
chr19	ENSG00000089351.13	GRAMD1A	protein_coding	2805
chr19	ENSG00000089356.15	FXYD3	protein_coding	1313
chr19	ENSG00000089639.9	GMIP	protein_coding	3517
chr19	ENSG00000089847.11	ANKRD24	protein_coding	4004
chr19	ENSG00000090006.16	LTBP4	protein_coding	718
chr19	ENSG00000090013.8	BLVRB	protein_coding	645
chr19	ENSG00000090339.7	ICAM1	protein_coding	3245
chr19	ENSG00000090372.13	STRN4	protein_coding	3192
chr19	ENSG00000090554.11	FLT3LG	protein_coding	1023
chr19	ENSG00000090659.16	CD209	protein_coding	4276
chr19	ENSG00000090661.10	CERS4	protein_coding	527
chr19	ENSG00000090674.14	MCOLN1	protein_coding	2068
chr19	ENSG00000090924.13	PLEKHG2	protein_coding	8113
chr19	ENSG00000090932.9	DLL3	protein_coding	1369
chr19	ENSG00000090971.4	NAT14	protein_coding	1533
chr19	ENSG00000094661.2	OR1I1	protein_coding	1241
chr19	ENSG00000095059.14	DHPS	protein_coding	548
chr19	ENSG00000095066.10	HOOK2	protein_coding	2490
chr19	ENSG00000095752.5	IL11	protein_coding	2276
chr19	ENSG00000095932.6	SMIM24	protein_coding	1325
chr19	ENSG00000096996.14	IL12RB1	protein_coding	2765
chr19	ENSG00000099203.5	TMED1	protein_coding	1336
chr19	ENSG00000099308.9	MAST3	protein_coding	5869
chr19	ENSG00000099326.7	MZF1	protein_coding	2682
chr19	ENSG00000099330.7	OCEL1	protein_coding	1127
chr19	ENSG00000099331.12	MYO9B	protein_coding	7583
chr19	ENSG00000099337.4	KCNK6	protein_coding	5719
chr19	ENSG00000099338.21	CATSPERG	protein_coding	3598
chr19	ENSG00000099341.10	PSMD8	protein_coding	1546
chr19	ENSG00000099617.3	EFNA2	protein_coding	945
chr19	ENSG00000099622.12	CIRBP	protein_coding	1502
chr19	ENSG00000099624.6	ATP5D	protein_coding	699
chr19	ENSG00000099625.11	C19orf26	protein_coding	4252
chr19	ENSG00000099783.10	HNRNPM	protein_coding	2551
chr19	ENSG00000099785.9	MARCH2	protein_coding	1188
chr19	ENSG00000099795.5	NDUFB7	protein_coding	526
chr19	ENSG00000099797.10	TECR	protein_coding	480
chr19	ENSG00000099800.6	TIMM13	protein_coding	1970
chr19	ENSG00000099804.7	CDC34	protein_coding	1461
chr19	ENSG00000099812.7	MISP	protein_coding	2867
chr19	ENSG00000099817.10	POLR2E	protein_coding	1088
chr19	ENSG00000099821.12	POLRMT	protein_coding	3815
chr19	ENSG00000099822.2	HCN2	protein_coding	3400
chr19	ENSG00000099840.12	IZUMO4	protein_coding	1061
chr19	ENSG00000099860.7	GADD45B	protein_coding	516
chr19	ENSG00000099864.16	PALM	protein_coding	2593
chr19	ENSG00000099866.13	MADCAM1	protein_coding	1721
chr19	ENSG00000099875.13	MKNK2	protein_coding	798
chr19	ENSG00000102575.9	ACP5	protein_coding	1623
chr19	ENSG00000104774.11	MAN2B1	protein_coding	572
chr19	ENSG00000104783.10	KCNN4	protein_coding	1188
chr19	ENSG00000104804.6	TULP2	protein_coding	1741
chr19	ENSG00000104805.14	NUCB1	protein_coding	2655
chr19	ENSG00000104808.6	DHDH	protein_coding	1074
chr19	ENSG00000104812.13	GYS1	protein_coding	3558
chr19	ENSG00000104814.11	MAP4K1	protein_coding	438
chr19	ENSG00000104818.14	CGB2	protein_coding	772
chr19	ENSG00000104823.7	ECH1	protein_coding	708
chr19	ENSG00000104824.15	HNRNPL	protein_coding	2458
chr19	ENSG00000104825.15	NFKBIB	protein_coding	815
chr19	ENSG00000104826.10	LHB	protein_coding	511
chr19	ENSG00000104827.12	CGB	protein_coding	874
chr19	ENSG00000104833.9	TUBB4A	protein_coding	2548
chr19	ENSG00000104835.13	SARS2	protein_coding	688
chr19	ENSG00000104848.1	KCNA7	protein_coding	4370
chr19	ENSG00000104852.13	SNRNP70	protein_coding	1746
chr19	ENSG00000104853.14	CLPTM1	protein_coding	1514
chr19	ENSG00000104856.12	RELB	protein_coding	2282
chr19	ENSG00000104859.13	CLASRP	protein_coding	2213
chr19	ENSG00000104863.10	LIN7B	protein_coding	577
chr19	ENSG00000104866.9	PPP1R37	protein_coding	174
chr19	ENSG00000104870.11	FCGRT	protein_coding	381
chr19	ENSG00000104872.9	PIH1D1	protein_coding	421
chr19	ENSG00000104879.4	CKM	protein_coding	1649
chr19	ENSG00000104880.16	ARHGEF18	protein_coding	5191
chr19	ENSG00000104881.13	PPP1R13L	protein_coding	3091
chr19	ENSG00000104883.6	PEX11G	protein_coding	1057
chr19	ENSG00000104884.13	ERCC2	protein_coding	4130
chr19	ENSG00000104885.16	DOT1L	protein_coding	7408
chr19	ENSG00000104886.8	PLEKHJ1	protein_coding	931
